id,Ticker,Pays,Industrie,Secteur,Bourse,Nom_complet,Devise,Devise_financiere,Cloture_precedente,Prix_d_ouverture,Plus_bas_du_jour,Plus_haut_du_jour,Cloture_precedente_marche_regulier,Prix_actuel,Plus_bas_sur_52_semaines,Plus_haut_sur_52_semaines,Moyenne_sur_50_jours,Moyenne_sur_200_jours,Volume,Volume_moyen,Volume_moyen_10_jours,Capitalisation_boursiere,Actions_en_circulation,Pourcentage_detenu_institutions,Ratio_cours_ventes_TTM,Valeur_d_entreprise,Marges_beneficiaires,Ratio_cours_valeur_comptable,Valeur_entreprise_chiffre_d_affaires,Valeur_entreprise_EBITDA,Taux_de_dividende,Rendement_du_dividende,Ratio_de_distribution,Rendement_moyen_5_ans,Valeur_dernier_dividende,Croissance_trimestrielle_benefices,Benefice_net_actions_ordinaires,BPA_historique,BPA_previsionnel,Croissance_benefices,Croissance_chiffre_d_affaires,Marges_brutes,Marges_EBITDA,Marges_operationnelles,Rendement_actifs,Rendement_capitaux_propres,Tresorerie_totale,Tresorerie_par_action,Dette_totale,Ratio_dette_capitaux_propres,Valeur_comptable,Ratio_liquidite_immediate,Ratio_liquidite_courante,Benefice_brut,Flux_de_tresorerie_dispo,Flux_de_tresorerie_exploitation,Objectif_prix_eleve,Objectif_prix_bas,Prix_cible_moyen,Prix_cible_median,Moyenne_des_recommandations,Recommandation_cle,Nombre_d_avis_analystes,Dernier_split,Date_dernier_split,Variation_52_semaines,Beta,PER_historique,PER_previsionnel,Ratio_PEG_historique,Date_de_collecte
1271,BZU.MI,Italy,Building Materials,Basic Materials,MIL,Buzzi S.p.A.,EUR,EUR,42.08,42.62,41.86,44.32,42.08,43.66,30.26,44.32,37.7712,37.101,1039952.0,420026.0,351308.0,7903550976.0,181024992.0,0.20288,1.8707666,7493527040.0,0.22657,1.3385657,1.774,6.347,0.6,0.0143,0.116000004,1.45,0.6,-0.022,957198976.0,5.17,4.97,-0.021,-0.044,0.44366002,0.27948,0.20138,0.07744,0.17135,1331676032.0,7.247,795096000.0,13.25,32.617,2.508,3.691,1874377984.0,377654112.0,857305984.0,54.0,26.0,43.35333,43.0,2.2,buy,15.0,,,0.34871793,1.016,8.444874,8.560952,,2025-02-10 00:07:39.507364
1272,CPR.MI,Italy,Beverages - Wineries & Distilleries,Consumer Defensive,MIL,Davide Campari-Milano N.V.,EUR,EUR,5.346,5.336,5.18,5.336,5.346,5.21,5.18,10.28,5.82384,7.559215,10425022.0,7156188.0,9787061.0,6259971072.0,1201529984.0,0.24149999,2.097705,9485926400.0,0.11169,2.0162537,3.179,14.114,0.07,0.0113,0.26209998,0.6,0.065,-0.103,333300000.0,0.25,,-0.155,0.089,0.57814,0.22522,0.24305001,0.04977,0.09977,562300032.0,0.468,3135899904.0,82.517,2.584,1.002,2.615,1725299968.0,-585400000.0,414600000.0,10.5,4.5,7.59762,7.8,2.55,hold,21.0,2:1,2017-05-08 02:00:00,-0.45835865,0.61,20.84,16.52814,2.4077,2025-02-10 00:07:41.630783
1273,TIT.MI,Italy,Telecom Services,Communication Services,MIL,Telecom Italia S.p.A.,EUR,EUR,0.282,0.2877,0.2865,0.3019,0.282,0.2997,0.1975,0.3019,0.253278,0.239889,977903082.0,232868873.0,241176604.0,6511731712.0,15233000448.0,0.16278,0.39455473,32715358208.0,-0.07719,0.46682242,1.982,5.95,,,,5.12,0.01,,-1143000064.0,-0.06,0.01,,,0.50453997,0.33313,0.094399996,0.01591,-0.04639,2644000000.0,0.124,26641000448.0,161.598,0.642,0.2,1.011,8327000064.0,-13329550336.0,4280000000.0,0.38,0.25,0.31533,0.34,2.0,buy,15.0,3.30087:1,2003-08-04 02:00:00,0.058558583,1.017,,36.45985,,2025-02-10 00:07:43.740886
1274,NEXI.MI,Italy,Software - Infrastructure,Technology,MIL,Nexi S.p.A.,EUR,EUR,4.698,4.683,4.487,4.706,4.698,4.49,4.487,7.45,5.2551,5.745235,10081097.0,5027958.0,5264632.0,5521128448.0,1229650048.0,0.43523997,0.90065163,10379691008.0,-0.17447,0.52094203,1.693,8.766,,,,,,,-1073544000.0,-0.81,0.51,,0.083,0.58845,0.19317,0.10026,0.01857,-0.0917,2382490112.0,1.843,6937999872.0,62.158,8.619,3.222,3.978,3607293952.0,-2742447104.0,936065024.0,10.4,4.75,7.20842,7.5,1.94737,buy,19.0,,,-0.34403795,1.111,,6.508567,0.1459,2025-02-10 00:07:45.864343
1275,REY.MI,Italy,Information Technology Services,Technology,MIL,Reply S.p.A.,EUR,EUR,161.4,161.4,159.7,161.6,161.4,159.8,117.2,161.6,154.338,141.3225,28687.0,39163.0,33538.0,5957056512.0,37278200.0,0.35814998,2.675924,5446436352.0,0.09352,5.3434095,2.447,16.758,1.0,0.0066000004,0.1604,0.65,1.0,0.274,208190000.0,6.23,6.27,0.289,0.08,0.17635,0.14599,0.13129,0.0857,0.19071,432236992.0,11.595,199464992.0,16.803,29.906,1.217,1.509,392590016.0,225537376.0,259844992.0,180.0,125.0,160.4,160.5,,none,10.0,4:1,2017-10-16 02:00:00,0.2638998,0.957,25.65008,23.944273,,2025-02-10 00:07:47.990381
1276,AMP.MI,Italy,Medical Distribution,Healthcare,MIL,Amplifon S.p.A.,EUR,EUR,26.19,26.13,25.95,26.44,26.19,26.1,22.89,35.14,25.3394,28.3208,692469.0,661823.0,559922.0,5880355840.0,225300992.0,0.31011,2.4918325,7441844224.0,0.06606,5.2642193,3.154,20.155,0.29,0.0111,0.42169997,0.57,0.271043,-0.258,155882000.0,0.69,0.99,-0.274,0.068,0.24375,0.15646,0.069749996,0.04547,0.14244,166775008.0,0.74,1722882048.0,154.067,4.958,0.397,0.475,575222016.0,327381248.0,408099008.0,38.0,23.5,31.2,32.0,2.1875,buy,16.0,10:1,2006-05-08 02:00:00,-0.16857141,0.829,37.826088,24.675486,,2025-02-10 00:07:50.140509
1277,PIRC.MI,Italy,Auto Parts,Consumer Cyclical,MIL,Pirelli & C. S.p.A.,EUR,EUR,5.6,5.6,5.584,5.626,5.6,5.626,4.88,6.314,5.5602,5.55377,1541135.0,2276891.0,2047371.0,5625999872.0,1000000000.0,0.12987,0.8108333,8844756992.0,0.062329996,1.0107797,1.275,6.7,0.2,0.0354,0.45830002,,0.198,-0.187,432478016.0,0.43,0.62,-0.19,0.009,0.68664,0.19025,0.13118,0.04131,0.0804,948022016.0,0.948,4023826944.0,70.48,5.566,0.95,1.477,4764273152.0,794556480.0,1413089024.0,7.3,4.6,6.51875,6.55,1.625,buy,16.0,,,0.048689127,1.252,13.08372,8.927324,,2025-02-10 00:07:52.249833
1278,DIA.MI,Italy,Diagnostics & Research,Healthcare,MIL,DiaSorin S.p.A.,EUR,EUR,102.15,101.9,100.35,102.8,102.15,100.35,82.72,112.35,102.4758,101.66695,85304.0,107472.0,100334.0,5386908160.0,53315900.0,0.21212,4.572112,,0.16028,3.3231776,,,1.15,0.0113,0.337,0.86,1.15,0.8,188848992.0,3.41,4.11,,0.063,0.65539,0.29957,0.21951,0.0573,0.11853,,,686000000.0,42.609,30.197,,,772185984.0,,371663008.0,124.0,82.0,106.26923,110.0,2.61538,hold,13.0,,,0.17467797,0.192,29.428152,22.122334,1.4773,2025-02-10 00:07:54.364900
1279,BGN.MI,Italy,Banks - Regional,Financial Services,MIL,Banca Generali S.p.A.,EUR,EUR,49.72,50.35,49.56,50.5,49.72,49.56,33.09,50.5,46.1752,41.4033,256314.0,191686.0,202886.0,5647015424.0,113943000.0,0.24503,6.2333283,4808364544.0,0.4312,4.8554916,5.308,,2.15,0.0499,0.6128,4.86,0.6,0.278,390644000.0,3.59,3.14,0.272,0.194,,,0.67304003,0.02568,0.34347,1037628032.0,9.087,921945984.0,,10.207,,,905187968.0,,1313457024.0,56.0,42.0,46.65556,45.3,2.66667,hold,9.0,,,0.44199538,1.039,13.805015,15.453503,,2025-02-10 00:07:56.483601
1280,HER.MI,Italy,Utilities - Diversified,Utilities,MIL,Hera S.p.A.,EUR,EUR,3.58,3.59,3.558,3.612,3.58,3.57,3.018,3.728,3.45864,3.44372,1521836.0,2458680.0,3513740.0,5188352000.0,1441240064.0,0.23414,0.4089986,9196493824.0,0.032,1.4987406,0.725,7.507,0.14,0.040700004,0.49650002,3.68,0.14,0.266,405900000.0,0.29,0.29,0.275,-0.153,0.17207001,0.09656999,0.05661,0.03362,0.12205,904300032.0,0.627,4843500032.0,130.069,2.382,0.878,1.104,2182799872.0,292100000.0,1040300032.0,4.0,3.7,3.85,3.85,2.5,buy,4.0,,,0.171466,0.842,12.310345,11.785289,,2025-02-10 00:07:58.601556
1281,DLG.MI,Italy,"Furnishings, Fixtures & Appliances",Consumer Cyclical,MIL,De'Longhi S.p.A.,EUR,EUR,33.66,33.72,33.12,33.78,33.66,33.2,24.84,34.62,30.6296,29.6941,111047.0,113298.0,153227.0,5017383424.0,151126000.0,0.21884,1.5679675,4306806272.0,0.08558,2.7581625,1.346,9.844,0.67,0.0232,0.3722,2.66,0.67,0.247,273855008.0,1.85,2.11,0.242,0.11,0.43267,0.13672,0.101610005,0.06052,0.1547,896988992.0,5.958,838508992.0,41.757,12.037,0.886,1.565,1384509056.0,388312992.0,529860000.0,43.5,35.0,39.2125,39.25,1.625,buy,8.0,,,0.18188202,1.214,17.945946,14.657708,,2025-02-10 00:08:00.720771
1282,IP.MI,Italy,Specialty Industrial Machinery,Industrials,MIL,Interpump Group S.p.A.,EUR,EUR,45.08,44.94,44.18,45.36,45.08,44.18,35.14,46.32,44.1256,41.8497,144917.0,200394.0,162050.0,4715508224.0,106734000.0,0.42731,2.192027,5234612736.0,0.110190004,2.6349378,2.433,10.826,0.32,0.0073,0.1447,0.68,0.32,-0.238,237036992.0,2.01,1.14,-0.235,-0.072,0.34599,0.22476,0.17374,0.071100004,0.13202,337900992.0,3.159,854745024.0,44.555,16.767,1.092,2.065,744294976.0,114529376.0,365272000.0,55.0,43.0,47.75,48.2,1.75,buy,8.0,,,0.048859954,1.177,21.9801,18.437603,,2025-02-10 00:08:02.851206
1283,IG.MI,Italy,Utilities - Regulated Gas,Utilities,MIL,Italgas S.p.A.,EUR,EUR,5.77,5.755,5.755,5.83,5.77,5.8,4.57,5.905,5.5113,5.26257,3054657.0,2297923.0,2296209.0,4737822720.0,811241984.0,0.3779,1.863606,,0.18781,1.762918,,,0.35,0.061,0.6175,5.5,0.352,0.161,477468000.0,0.57,0.59,,-0.002,0.67393,0.51347,0.46636,0.05086,0.19539,,,6904699904.0,258.739,3.29,,,1713325056.0,,,7.2,5.6,6.11583,6.15,2.25,buy,12.0,,,0.138067,0.585,10.175439,9.971804,,2025-02-10 00:08:04.968970
1284,SPM.MI,Italy,Oil & Gas Equipment & Services,Energy,MIL,Saipem SpA,EUR,EUR,2.295,2.281,2.266,2.305,2.295,2.302,1.254,2.797,2.52112,2.247075,21959983.0,32101958.0,29699919.0,4530957312.0,1957190016.0,0.21267,0.3319869,4665091584.0,0.02242,1.7886559,0.342,4.397,,,,2.55,0.025102,1.256,307000000.0,0.13,0.24,,0.231,0.22992,0.07774,0.04364,0.080579996,0.12813,509000000.0,0.258,633000000.0,24.931,1.287,0.357,0.413,3137999872.0,439375008.0,1100999936.0,3.5,2.2,3.15118,3.35,1.64706,buy,17.0,1:10,2022-06-13 02:00:00,0.82287526,1.844,17.707693,9.256504,0.3735,2025-02-10 00:08:07.079012
1285,BPSO.MI,Italy,Banks - Regional,Financial Services,MIL,Banca Popolare di Sondrio S.p.A,EUR,EUR,9.27,9.985,9.64,10.04,9.27,9.77,5.895,10.04,8.3271,7.34925,14666125.0,1878739.0,1623165.0,4394438656.0,449788992.0,0.17749001,3.1651237,12469424128.0,0.39215,1.1328851,8.981,,0.56,0.060399998,0.4643,2.25,0.56,0.19,544464000.0,1.21,0.89,0.149,0.085,,,0.62755,0.009980001,0.14197999,2570807040.0,5.522,10724854784.0,,8.624,,,1388393984.0,,,9.5,7.7,8.475,8.35,2.75,hold,4.0,,,0.40988588,1.327,8.07438,10.197585,,2025-02-10 00:08:09.206267
1286,TPRO.MI,Italy,Semiconductors,Technology,MIL,Technoprobe S.p.A.,EUR,EUR,6.04,6.1,6.045,6.14,6.04,6.1,5.565,9.875,5.9936,7.196225,341121.0,399020.0,451242.0,4085468672.0,646728000.0,0.12475,8.998037,3329201408.0,0.20649,3.2292216,7.332,29.056,,,,,,-0.108,93755000.0,0.15,0.11,-0.12,0.228,0.43342,0.25235,0.14152999,0.0396,0.094440006,665094016.0,1.02,16894000.0,1.371,1.889,8.406,9.945,196790000.0,-35211500.0,105960000.0,8.5,6.3,7.3,7.4,,none,6.0,,,-0.37731957,0.658,40.666664,33.378933,,2025-02-10 00:08:11.322074
1287,ACE.MI,Italy,Utilities - Diversified,Utilities,MIL,ACEA S.p.A.,EUR,EUR,18.03,17.95,17.72,18.17,18.03,17.74,13.46,19.06,18.3372,17.1625,137756.0,104120.0,97048.0,3839610112.0,212548000.0,0.07272,0.9080708,9782148096.0,0.07643,1.5860527,2.313,8.168,0.88,0.051599998,0.5798,5.29,0.88,0.276,323160992.0,1.73,1.42,0.276,-0.087,0.40982,0.28325,0.17668,0.02932,0.12906,411195008.0,1.935,6110838784.0,216.856,11.185,0.75,0.796,1732852992.0,-11793625.0,1208425984.0,21.0,18.5,19.75,19.75,,none,4.0,,,0.329646,0.86,10.254335,11.845065,,2025-02-10 00:08:13.440533
1288,CE.MI,Italy,Banks - Regional,Financial Services,MIL,Credito Emiliano S.p.A.,EUR,EUR,11.86,12.5,11.9,12.5,11.86,12.06,8.51,12.5,10.9424,10.16415,431592.0,161451.0,130064.0,4101799168.0,340116000.0,0.06993,2.1512332,9801181184.0,0.31938,1.0427114,5.14,,0.65,0.0548,0.2523,3.08,0.2,0.155,608974016.0,1.78,1.42,,0.033,,,0.54122,0.00944,0.15446,3656368128.0,10.926,9421712384.0,,11.566,,,1905602944.0,,,13.3,11.4,12.54857,12.7,1.85714,buy,7.0,13:25,2001-06-04 02:00:00,0.3647871,1.055,6.7752814,8.516168,,2025-02-10 00:08:15.564793
1289,LTMC.MI,Italy,Gambling,Consumer Cyclical,MIL,Lottomatica Group S.p.A.,EUR,EUR,15.26,15.28,15.24,15.48,15.26,15.48,10.11,15.48,13.279,11.85025,285560.0,329107.0,356150.0,3895232256.0,251630000.0,0.23448999,2.0998898,5932273664.0,0.03226,8.251598,3.198,11.933,0.26,0.017,1.3,,0.26,0.219,59838000.0,0.2,1.35,-0.009,0.295,0.3482,0.26801002,0.17445,0.07165,0.11862001,171171008.0,0.68,2159915008.0,415.105,1.876,0.402,0.657,645894016.0,182151376.0,491656992.0,21.0,14.0,16.81923,16.5,1.38462,strong_buy,13.0,,,0.35886025,,77.399994,11.248528,,2025-02-10 00:08:17.681805
1290,SOL.MI,Italy,Specialty Chemicals,Basic Materials,MIL,SOL S.p.A.,EUR,EUR,39.0,38.95,38.9,39.4,39.0,39.25,25.6,40.3,37.302,35.1885,24094.0,47794.0,29950.0,3628434944.0,90700000.0,0.21080999,2.3417401,4010383872.0,0.091029994,3.6830254,2.588,11.481,0.37,0.0095,0.2383,1.25,0.37,-0.029,141040992.0,1.55,1.91,-0.028,0.067,0.24264999,0.22543,0.13276,0.07195,0.15321,212967008.0,2.348,615257984.0,60.632,10.657,1.757,2.087,375983008.0,60428124.0,296619008.0,46.0,38.0,42.0,42.0,,none,2.0,,,0.5028902,0.503,25.322582,20.877659,,2025-02-10 00:08:19.796666
1291,AZM.MI,Italy,Asset Management,Financial Services,MIL,Azimut Holding S.p.A.,EUR,EUR,25.3,25.32,25.17,25.47,25.3,25.28,20.16,27.44,24.5782,23.48645,472977.0,756774.0,605891.0,3579597568.0,141598000.0,0.21275,2.4859195,3460355840.0,0.36922002,2.0359185,2.403,5.241,1.0,0.0395,0.2653,5.68,1.0,-0.022,531652000.0,3.77,3.29,-0.044,0.096,0.59169996,0.45855,0.43207002,0.03859,0.32231,710532992.0,5.018,536815008.0,29.613,12.417,1.377,1.377,852022016.0,332829888.0,537116992.0,28.6,22.0,26.26,26.2,2.5,buy,10.0,70:69,2024-05-20 02:00:00,-0.032134652,1.319,6.7055707,8.729342,,2025-02-10 00:08:21.905245
1292,MAIRE.MI,Italy,Engineering & Construction,Industrials,MIL,Maire S.p.A.,EUR,EUR,9.67,9.69,9.425,9.76,9.67,9.51,4.708,9.9,8.5537,7.66405,369161.0,544886.0,471927.0,3110625792.0,327089984.0,0.17485,0.5895545,3172342528.0,0.03426,5.6506243,0.601,11.234,0.2,0.020399999,0.3575,,0.197,0.525,180772000.0,0.55,0.74,0.522,0.349,0.21077,0.05352,0.05131,0.02611,0.32103002,1010401984.0,3.051,985596992.0,162.755,1.683,0.961,1.13,1112061056.0,221702496.0,423792992.0,11.4,7.8,9.575,9.6,1.75,buy,8.0,1:10,2013-06-10 02:00:00,1.0162635,1.399,17.290909,12.542534,,2025-02-10 00:08:24.027455
1293,IVG.MI,Italy,Farm & Heavy Construction Machinery,Industrials,MIL,Iveco Group N.V.,EUR,EUR,11.605,13.34,12.995,14.105,11.605,14.105,7.89,14.8,10.028,9.982215,21011241.0,2845893.0,3439896.0,3728120576.0,264312000.0,0.41638002,0.2367211,6948123136.0,0.0148599995,1.529163,0.441,6.288,0.22,0.019,0.2558,,0.33,0.035,233000000.0,0.86,1.95,0.031,-0.071,0.16826001,0.07016,0.06007,0.029930001,0.09535,2249999872.0,8.513,5431000064.0,219.257,9.224,1.082,1.629,2649999872.0,82250000.0,1274000000.0,15.4,10.5,13.41111,13.8,2.22222,buy,9.0,,,0.09688091,1.406,16.401161,5.9393473,,2025-02-10 00:08:26.150761
1294,WBD.MI,Italy,Engineering & Construction,Industrials,MIL,Webuild S.p.A.,EUR,EUR,2.976,2.984,2.952,2.998,2.976,2.998,1.832,3.066,2.89192,2.49788,1168433.0,1382084.0,1206835.0,2973773056.0,991918976.0,0.15288,0.29717544,2767330560.0,0.01654,1.931701,0.277,10.351,0.07,0.0239,0.3737,12.82,0.071,3.212,177954000.0,0.19,0.32,4.894,0.164,0.28765,0.026719999,0.00119,0.00239,0.10386,3219597056.0,3.239,2806560000.0,160.96,1.552,0.904,1.062,2878428928.0,842288640.0,1930208000.0,3.5,2.35,3.03,3.0,,none,5.0,2:1,2005-06-13 02:00:00,0.60258484,1.156,15.778947,9.65726,,2025-02-10 00:08:28.272770
1295,BRE.MI,Italy,Auto Parts,Consumer Cyclical,MIL,Brembo N.V.,EUR,EUR,9.06,9.053,8.965,9.11,9.06,8.982,8.519,12.39,8.99744,9.907545,263398.0,518222.0,623307.0,2864090624.0,318870016.0,0.19207,0.7353933,3553459968.0,0.06962,1.3139263,0.912,5.931,0.3,0.033099998,0.35209998,1.82,0.3,-0.354,270943008.0,0.85,0.97,-0.324,-0.045,0.47167,0.15382,0.083330005,0.057600003,0.1279,484859008.0,1.521,1140876032.0,51.551,6.836,0.911,1.383,1836983040.0,-25623624.0,442156000.0,14.0,8.5,11.35556,12.0,2.22222,buy,9.0,5:1,2017-05-29 02:00:00,-0.19107145,1.093,10.567059,9.766972,,2025-02-10 00:08:30.386005
1296,ERG.MI,Italy,Utilities - Renewable,Utilities,MIL,ERG S.p.A.,EUR,EUR,19.03,18.9,18.68,19.4,19.03,19.1,18.68,27.4,19.7952,22.6682,546587.0,506818.0,379434.0,2834631168.0,145355008.0,0.17136998,3.7432733,5172472832.0,0.30172002,1.3175141,6.831,9.841,1.0,0.0495,0.6423,3.45,1.0,,227800000.0,1.35,1.53,,,0.77018,0.69407,0.2742,0.03365,0.10774,399020992.0,2.724,2551198976.0,116.635,14.497,0.695,0.794,583227008.0,30853876.0,604235008.0,33.3,22.0,26.83333,27.0,,none,9.0,,,-0.25953305,0.714,14.148149,12.566617,,2025-02-10 00:08:32.497983
1297,IRE.MI,Italy,Utilities - Diversified,Utilities,MIL,Iren SpA,EUR,EUR,2.1,2.114,2.098,2.126,2.1,2.1,1.706,2.126,1.97012,1.94785,1772470.0,1559461.0,1372608.0,2712422656.0,1283079936.0,0.15068,0.45687354,,0.04558,0.82223964,,,0.12,0.056599997,0.5633,5.05,0.1188,0.397,270612992.0,0.21,0.23,,0.005,0.32914,0.18527001,0.073359996,0.02928,0.09503999,,,5622730752.0,171.558,2.554,,1.172,1954082944.0,-1604948480.0,1201421056.0,2.6,2.15,2.3375,2.3,,none,4.0,,,0.18309855,,10.0,9.502262,,2025-02-10 00:08:34.618758
1298,FCT.MI,Italy,Aerospace & Defense,Industrials,MIL,Fincantieri S.p.A.,EUR,EUR,7.368,7.352,7.18,7.418,7.368,7.316,3.643901,8.04,7.04244,5.4425726,763533.0,1046944.0,1055754.0,2420996096.0,322428000.0,0.05145,0.32460833,4247249152.0,-0.00764,2.8578126,0.569,13.091,,,,,0.07753,,-56981000.0,-0.42,0.29,,0.003,0.22188999,0.0435,0.02632,0.00944,-0.115480006,430372992.0,2.541,3422351872.0,747.95,2.56,0.73,0.878,1654919040.0,1191561472.0,666078016.0,8.8,5.6,6.64571,6.22,2.42857,buy,7.0,1:10,2024-06-17 02:00:00,0.9737159,1.192,,24.11338,,2025-02-10 00:08:36.732562
1299,TGYM.MI,Italy,Leisure,Consumer Cyclical,MIL,Technogym S.p.A.,EUR,EUR,11.18,11.18,11.11,11.26,11.18,11.16,8.405,11.29,10.5712,9.772125,190946.0,250071.0,198298.0,2238551040.0,199162000.0,0.35583,2.6643548,2135631744.0,0.09083,6.863468,2.542,16.169,0.26,0.0233,0.6667,,0.26,0.094,76314000.0,0.39,0.49,0.106,0.087,0.44287,0.15720999,0.099750005,0.082440004,0.23856,201196000.0,1.01,107393000.0,32.488,1.626,0.878,1.34,372089984.0,107689128.0,142074000.0,12.0,9.0,10.85,11.1,,none,10.0,,,0.18936169,1.485,28.615385,22.347263,,2025-02-10 00:08:38.857964
1300,CRL.MI,Italy,Electronic Components,Technology,MIL,Carel Industries S.p.A.,EUR,EUR,19.86,19.9,19.6,20.1,19.86,20.1,14.72,23.0,18.768,18.1456,33583.0,67529.0,41182.0,2261109248.0,112493000.0,0.314,3.8590026,2411965696.0,0.08804,5.703746,4.116,25.109,0.19,0.0095999995,0.4069,0.72,0.19,-0.367,51586000.0,0.47,0.61,-0.452,-0.153,0.46464002,0.16394,0.11191,0.048460003,0.17719999,88325000.0,0.765,172318000.0,41.671,3.524,1.116,1.87,272246016.0,45058752.0,85679000.0,26.0,16.9,20.83333,19.6,2.0,buy,3.0,,,-0.127033,1.053,42.765957,33.481586,,2025-02-10 00:08:40.976830
1301,ANIM.MI,Italy,Asset Management,Financial Services,MIL,Anima Holding SpA,EUR,EUR,6.975,7.01,6.895,7.01,6.975,6.95,4.03,7.085,6.5993,5.50856,768519.0,1475571.0,754264.0,2153624064.0,309873984.0,0.53925,1.8878704,2340578816.0,0.19678,1.4894985,2.052,6.528,0.25,0.0358,0.3687,5.74,0.25,0.615,224479008.0,0.68,0.68,0.707,,0.42104,0.31429002,-0.18837999,,,470993984.0,1.505,621184000.0,41.78,4.666,,,480305984.0,,,7.0,5.7,6.5,6.5,2.57143,hold,7.0,,,0.7239249,1.249,10.220588,9.465183,,2025-02-10 00:08:43.092424
1302,MFEB.MI,Italy,Broadcasting,Communication Services,MIL,MFE-Mediaforeurope N.V.,EUR,EUR,4.322,4.302,4.286,4.346,4.322,4.33,2.895,4.774,4.11756,4.12882,205403.0,252747.0,320747.0,2035520000.0,228520992.0,0.06191,0.6993712,2943705088.0,0.07792,0.845538,1.011,7.736,0.25,0.0619,0.625,8.55,0.25,0.142,226800000.0,0.41,0.55,,0.074,0.2871,0.13073,0.14523,0.03967,0.082040004,230200000.0,0.411,905400000.0,31.871,5.121,0.76,0.842,835600000.0,154675008.0,782200000.0,5.6,2.9,4.425,4.4,3.16667,hold,6.0,1:5,2023-10-23 02:00:00,0.43611896,1.16,10.560975,7.230404,,2025-02-10 00:08:45.214175
1303,ENAV.MI,Italy,Airports & Air Services,Industrials,MIL,ENAV S.p.A.,EUR,EUR,3.438,3.428,3.388,3.446,3.438,3.408,3.206,4.25,3.99476,3.91385,1229953.0,650670.0,1508201.0,1854125824.0,541217984.0,0.2041,1.8741529,2489319680.0,0.11868,1.5146667,2.516,8.528,0.23,0.059899997,1.9395,,0.23,-0.085,117409072.0,0.22,0.25,-0.085,0.033,0.99114,0.29507,0.095979996,0.0435,0.104890004,199518144.0,0.369,598773056.0,53.406,2.25,1.576,1.829,980552256.0,27693654.0,247948000.0,5.1,3.7,4.60714,4.7,1.85714,buy,7.0,,,0.055248618,0.902,15.49091,14.863274,,2025-02-10 00:08:47.330444
1304,CEM.MI,Netherlands,Building Materials,Basic Materials,MIL,Cementir Holding N.V.,EUR,EUR,12.5,12.4,12.02,12.44,12.5,12.22,8.82,12.5,11.0952,10.18945,120606.0,60746.0,51265.0,1900454400.0,155520000.0,0.107559994,1.1716793,2003685376.0,0.10512,1.1958117,1.235,6.353,0.28,0.0224,0.25530002,2.37,0.28,-0.304,170500992.0,1.1,1.21,,-0.089,0.58248,0.19444999,0.16275999,,,278779008.0,1.793,233275008.0,13.422,10.219,,,944771968.0,,,14.25,10.4,12.55833,12.95,2.0,buy,6.0,13:25,2001-06-18 02:00:00,0.36761487,1.169,11.109091,9.754151,,2025-02-10 00:08:49.448231
1305,DAN.MI,Italy,Specialty Industrial Machinery,Industrials,MIL,Danieli & C. Officine Meccaniche S.p.A.,EUR,EUR,25.3,25.3,25.15,25.55,25.3,25.2,23.45,39.2,24.623,29.8575,118499.0,74217.0,123760.0,1603526400.0,37498300.0,0.14446999,0.37075943,-163696720.0,0.05568,0.7099592,-0.038,-0.45,0.31,0.0123000005,0.0962,0.99,0.31,-0.162,240812000.0,3.22,3.44,-0.162,0.02,0.46804002,0.08402,0.07373,0.022850001,0.09531,2624020992.0,35.451,593484032.0,22.576,35.495,0.962,1.423,2024260992.0,159920368.0,331844000.0,42.0,38.0,40.5,41.0,1.5,strong_buy,4.0,,,-0.1904,0.971,7.826087,6.8858666,,2025-02-10 00:08:51.564564
1306,RWAY.MI,Italy,Engineering & Construction,Industrials,MIL,Rai Way S.p.A.,EUR,EUR,5.77,5.79,5.78,5.82,5.77,5.79,4.755,5.82,5.4274,5.203225,157068.0,258895.0,233901.0,1554638208.0,268504000.0,0.15568,5.6833715,1508012672.0,0.32548,8.236131,5.513,9.612,0.32,0.063200004,0.9764,4.85,0.3222,0.093,89033600.0,0.32,0.32,0.092,0.008,0.70128,0.57353,0.49405998,0.18811001,0.59994,9228599.0,0.034,155265936.0,103.718,0.703,0.586,0.593,191828576.0,75085864.0,150025296.0,7.6,6.6,7.1,7.1,,none,4.0,,,0.17515278,0.461,18.09375,17.856592,,2025-02-10 00:08:53.675620
1307,BFF.MI,Italy,Credit Services,Financial Services,MIL,BFF Bank S.p.A.,EUR,EUR,8.085,8.1,7.9,8.13,8.085,7.9,6.98,12.96,8.4978,9.2473,987409.0,465654.0,383733.0,1484710272.0,187938000.0,0.49998,3.0266836,1617376256.0,0.50258,1.7622129,3.297,,0.98,0.12109999,0.414,,0.541,-0.277,246535600.0,1.31,1.22,,-0.303,0.68204004,,0.57078,0.01995,0.32056,168300000.0,0.899,307000000.0,36.587,4.483,1.077,1.077,334566528.0,,,13.5,8.3,10.525,10.4,1.75,buy,8.0,,,-0.2520814,0.802,6.0305347,7.1148095,,2025-02-10 00:08:55.790601
