Pays,Industrie,Secteur,Bourse,Nom complet,Ticker,Devise,Devise financière,Clôture précédente,Prix d’ouverture,Plus bas du jour,Plus haut du jour,Clôture précédente marché régulier,Prix actuel,Plus bas sur 52 semaines,Plus haut sur 52 semaines,Moyenne sur 50 jours,Moyenne sur 200 jours,Volume,Volume moyen,Volume moyen 10 jours,Capitalisation boursière,Actions en circulation,Pourcentage détenu institutions,Ratio cours/ventes TTM,Valeur d’entreprise,Marges bénéficiaires,Ratio cours/valeur comptable,Valeur entreprise / chiffre d’affaires,Valeur entreprise / EBITDA,Taux de dividende,Rendement du dividende,Ratio de distribution,Rendement moyen 5 ans,Valeur dernier dividende,Croissance trimestrielle bénéfices,Bénéfice net actions ordinaires,BPA historique,BPA prévisionnel,Croissance bénéfices,Croissance chiffre d’affaires,Marges brutes,Marges EBITDA,Marges opérationnelles,Rendement actifs,Rendement capitaux propres,Trésorerie totale,Trésorerie par action,Dette totale,Ratio dette/capitaux propres,Valeur comptable,Ratio liquidité immédiate,Ratio liquidité courante,Bénéfice brut,Flux de trésorerie dispo,Flux de trésorerie exploitation,Objectif prix élevé,Objectif prix bas,Prix cible moyen,Prix cible médian,Moyenne des recommandations,Recommandation clé,Nombre d’avis analystes,Dernier split,Date dernier split,Variation 52 semaines,Bêta,PER historique,PER prévisionnel,Ratio PEG historique,Business_models
Netherlands,Financial Data & Stock Exchanges,Financial Services,PAR,Euronext N.V.,ENX.PA,EUR,EUR,113.0,113.1,112.9,113.9,113.0,113.1,78.3,114.4,108.47,98.56975,230645.0,202753,202747,11697593344,103427000,0.56162,7.379063,13268855808,0.36056998,2.8581538,8.37,15.587,2.48,0.0219,0.51669997,2.31,2.48,-0.042,571584000,4.8,6.64,-0.019,0.1,1.0,0.537,0.49054,0.00223,0.14506,1691900032,16.323,3099800064,72.935,39.571,0.009,1.003,1585240960,563417472.0,727939968.0,130.0,89.0,114.65556,117.5,1.88889,buy,18.0,,,0.4002478,0.842,23.562498,16.679914,2.5008,"Euronext est l'opérateur incontournable des bourses en Europe, intégrant des places financières situées à Amsterdam, Bruxelles, Dublin, Lisbonne, Milan, Oslo et Paris. Son modèle repose sur la diversification des services financiers et une forte intégration transfrontalière, offrant une large gamme de services, notamment le listing d'entreprises, le trading de produits financiers et la gestion de données de marché.
En 2024, le groupe a enregistré un chiffre d’affaires semestriel de 788,7 millions d’euros (+9,9 %), réparti autour de cinq principales sources de revenus. Le trading (36 %) génère des revenus grâce aux transactions sur actions, dérivés, et obligations. Le post-trade (27 %) inclut les activités de compensation et de règlement-livraison. Le listing (15 %) regroupe les introductions en bourse et services aux émetteurs. Les services avancés de données (15 %) fournissent des informations financières aux investisseurs, et les solutions technologiques (7 %) comprennent des services de développement et de maintenance IT.
La répartition géographique est dominée par l’Europe (95 % des revenus), avec l’Italie, la France et les Pays-Bas parmi les principaux marchés, et des activités supplémentaires aux États-Unis et en Nouvelle-Zélande. Le groupe poursuit également sa stratégie d’acquisition, renforçant sa position dans l’administration d’indices avec l’achat de Global Rate Set Systems Ltd.
Risque principal : Euronext est exposé à la volatilité des marchés financiers, aux fluctuations réglementaires sur les places financières européennes, et à la concurrence accrue des plateformes numériques qui perturbent le modèle traditionnel de trading et d’échanges. Les évolutions technologiques rapides représentent également un défi stratégique pour le maintien de son leadership."
France,Oil & Gas Equipment & Services,Energy,PAR,Gaztransport & Technigaz SA,GTT.PA,EUR,EUR,144.7,139.0,134.2,139.9,144.7,138.9,117.3,152.0,138.11,132.851,260868.0,87141,81544,5274324480,37050300,0.51522,9.683273,5072954368,0.5281,12.247597,9.314,16.074,7.34,0.0507,0.56189996,3.88,3.67,1.027,287648000,7.76,10.34,1.013,0.658,0.9558,0.5794,0.58417,0.3001,0.8136,303212992,8.184,15034000,3.578,11.341,1.965,2.121,520607008,96075872.0,251520992.0,180.0,150.0,168.66667,173.5,1.16667,strong_buy,6.0,,,0.1139338,0.464,17.899483,13.263941,,"GTT est un leader des technologies de confinement pour le transport et le stockage des gaz liquéfiés, notamment le GNL et l’éthane. Son modèle repose sur l’innovation, la diversification vers l’hydrogène et le développement de solutions numériques pour l’optimisation énergétique des navires.
En 2024, GTT a généré 464,7 millions d’euros de chiffre d’affaires (+54,9 % vs 2023), porté par une demande record de méthaniers et d’éthaniers. Son carnet de commandes atteint un niveau historique avec 82 nouveaux contrats, dont 12 porte-conteneurs au GNL et les premiers Ultra Large Ethane Carriers (ULEC).
GTT accélère dans l’hydrogène liquide, développant un système de confinement cryogénique validé par TotalEnergies, Bureau Veritas et ClassNK. En collaboration avec le CERN, il explore des solutions pour une chaîne d’approvisionnement maritime en LH₂. Cependant, face aux défis du marché de l’hydrogène vert, GTT a annoncé en 2025 une révision stratégique de sa filiale Elogen, spécialisée dans les électrolyseurs.
Risque principal : GTT est exposé à la volatilité des prix du GNL, à la concurrence des alternatives énergétiques et à une dépendance aux chantiers navals asiatiques, tout en devant répondre à des réglementations environnementales de plus en plus strictes."
Belgium,Asset Management,Financial Services,BRU,Groupe Bruxelles Lambert SA,GBLB.BR,EUR,EUR,66.2,66.25,66.1,66.65,66.2,66.6,62.65,72.4,65.854,67.63375,178923.0,104815,106204,8412645376,124901000,0.26083001,1.2698524,15741500416,0.00782,0.59919024,2.376,11.74,2.75,0.041500002,6.875,3.61,2.75,,52000000,0.4,3.17,,-0.094,0.67983,0.20239,0.08501001,,,2913100032,22.938,8271499776,50.942,111.15,,,4503799808,,,100.0,73.0,89.83333,90.5,1.83333,buy,6.0,,,-0.057248652,0.786,166.5,23.617022,,"GBL est une holding d’investissement européenne dont le modèle repose sur une stratégie d’investissement à long terme et une gestion active de participations dans des entreprises cotées et non cotées. Le groupe mise sur la diversification de son portefeuille pour générer de la croissance et créer de la valeur pour ses actionnaires.
En 2024, GBL affiche un actif net réévalué (ANR) de 15,8 milliards d’euros, avec un portefeuille équilibré entre actifs cotés (61 %), actifs privés (20 %), GBL Capital (18 %) et Sienna Investment Managers (<1 %). Parmi ses principales participations figurent SGS (18 % du portefeuille), Pernod Ricard (13 %), adidas (13 %), Imerys (10 %), Umicore (5 %) et Concentrix (3 %). Son portefeuille privé comprend des entreprises comme Affidea (8 %), Sanoptis (5 %), Canyon (2,7 %), Parques Reunidos (1,8 %) et Voodoo (1,8 %).
Géographiquement, ses investissements sont répartis en France (25 %), Suisse (24 %), Allemagne (15 %), Pays-Bas (8 %), Belgique (4 %), Espagne (2 %), États-Unis (3 %) et autres marchés (19 %).
GBL a adopté une gestion dynamique de ses actifs, avec une rotation de 33 milliards d’euros depuis 2012. En 2024, il a réduit sa participation dans adidas de 7,6 % à 5,1 %, générant une plus-value de 630 millions d’euros. Le groupe a également renforcé son engagement dans les services de santé avec Affidea et Sanoptis, et a acquis une participation dans le réseau social BeReal via Voodoo.
Risque principal : GBL est exposé à la volatilité des marchés financiers, à la décote de son actif net réévalué (41,5 % au 30 juin 2024) et aux fluctuations macroéconomiques, notamment en raison de sa forte exposition aux actions cotées. L’évolution des taux d’intérêt et la gestion de son endettement net (1,2 milliard d’euros, Loan to Value de 7,4 %) sont également des facteurs clés à surveiller."
Japan,Conglomerates,Industrials,JPX,"Hitachi, Ltd.",6501.T,JPY,JPY,4080.0,4064.0,4015.0,4088.0,4080.0,4021.0,2382.0,4147.0,3924.56,3615.91,10519100.0,11723605,17431970,18407695056896,4577889792,0.44006002,1.9762136,18760226308096,,3.266251,2.014,14.364,42.0,0.0106,0.32900003,1.86,21.0,-0.159,673065992192,124.65,178.13,-0.152,-0.115,,,0.088719994,,,1099710988288,238.739,1529083985920,27.037,1231.075,0.785,1.155,2645753069568,963407773696.0,963020980224.0,5600.0,3500.0,4600.8667,4600.0,1.6,buy,15.0,5:1,1719446400.0,0.6887417,,32.258324,22.5734,,"Hitachi est un conglomérat technologique diversifié, opérant dans les secteurs des services numériques, de l’énergie, de la mobilité et de l’industrie connectée. Son modèle repose sur l’innovation technologique, la digitalisation industrielle et l’expansion de solutions durables.
En 2024, Hitachi a généré 9 700 milliards de yens (+13 % vs 2023), avec un EBITA ajusté de 1 100 milliards de yens (+19,8 %) et un ROIC de 9,8 %. Le groupe est structuré en trois divisions principales. Digital Systems & Services (DSS) (29 % des revenus) englobe les services informatiques, cloud et cybersécurité, avec une forte croissance dans les solutions IA et cloud (+10 %). Green Energy & Mobility (GEM) (39 % des revenus) couvre les énergies renouvelables, la mobilité ferroviaire et les infrastructures électriques, avec un essor des solutions de réseaux intelligents et d’électrification des transports. Connective Industries (CI) (32 % des revenus) inclut les systèmes industriels, la santé et les solutions de bâtiment, avec une forte demande en analyse de données et automatisation.
Géographiquement, l’Amérique du Nord (15 %), l’Europe (21 %), le Japon (36 %), la Chine (12 %) et le reste de l’Asie (16 %) composent son marché. La croissance est portée par la digitalisation industrielle, la modernisation des infrastructures énergétiques et la demande en solutions de transport bas carbone. Hitachi poursuit sa transformation avec des acquisitions stratégiques, notamment dans le rail avec Thales GTS et dans l’énergie avec Hitachi Energy.
Risque principal : Hitachi est exposé aux contraintes réglementaires sur l’énergie et la mobilité, aux fluctuations monétaires, et à une intense concurrence dans les services numériques et industriels. Son niveau d’endettement (1 791 milliards de yens) et ses investissements massifs nécessitent une gestion rigoureuse pour maintenir sa rentabilité."
South Korea,Auto Parts,Consumer Cyclical,KSC,"Hyundai Mobis Co.,Ltd",012330.KS,KRW,KRW,247000.0,,,,247000.0,246500.0,,270000.0,248660.0,234997.5,,210254,218981,22305933623296,90490600,0.31641,0.38842258,15489078132736,0.06107,,0.27,4.638,4500.0,0.0176,0.1184,1.78,5000.0,0.07,3507086950400,,,0.082,-0.066,0.122559994,0.05815,0.0434,0.02471,0.08537,10672309010432,118569.82,3264351043584,7.633,,1.619,2.147,7037975003136,1356424806400.0,5755753201664.0,380000.0,270000.0,329964.28,330000.0,1.53571,buy,28.0,,,0.05781579,0.759,,4.947643,0.09,"Hyundai Mobis est un acteur clé de l’industrie automobile, spécialisé dans la fabrication de modules automobiles, de composants électroniques avancés et de solutions de mobilité. Son modèle repose sur une intégration verticale forte avec Hyundai Motor Group, une innovation technologique dans l’électrification et un investissement massif dans l’automatisation et l’IA appliquée aux véhicules autonomes.
En 2024, Hyundai Mobis a réalisé un chiffre d’affaires de 48 000 milliards de wons (+8 % vs 2023) avec une marge opérationnelle de 7,2 %. Son activité est segmentée en trois pôles principaux. Les modules automobiles (45 % des revenus) comprennent les châssis, systèmes de freinage et intérieurs de véhicules. Les composants électroniques (40 % des revenus) englobent les batteries, systèmes d’assistance à la conduite (ADAS) et écrans numériques, en forte croissance avec l’essor des véhicules électriques et autonomes. L’après-vente et les pièces détachées (15 % des revenus) assurent une récurrence des revenus grâce à un réseau mondial de distribution.
Géographiquement, l’Asie (55 %), l’Amérique du Nord (25 %) et l’Europe (15 %) dominent les ventes, avec une accélération en Amérique du Nord grâce à l’implantation de nouvelles usines de batteries et de composants électroniques. Hyundai Mobis renforce également ses capacités en logiciels embarqués et en intelligence artificielle pour améliorer l’autonomie des véhicules et l’efficacité énergétique.
Risque principal : Hyundai Mobis est exposé aux fluctuations du marché automobile, à la hausse des coûts des matières premières et à la dépendance à Hyundai et Kia (80 % des ventes). La transition vers les véhicules électriques et autonomes, bien que stratégique, nécessite des investissements massifs et une gestion fine des coûts de production."
Spain,Utilities - Diversified,Utilities,MCE,"Iberdrola, S.A.",IBE.MC,EUR,EUR,13.505,13.515,13.475,13.615,13.505,13.57,10.415,14.26,13.3754,12.90555,6447924.0,11017670,7577764,87368679424,6438369792,0.44179,1.9304241,149116207104,0.14664,1.9126146,3.295,10.664,0.58,0.0431,0.55189997,4.11,0.23,0.198,6454700032,1.0,0.71,0.195,-0.041,0.52955,0.30896,0.21108,0.038340002,0.11805,8627000320,1.356,54839001088,88.292,7.095,0.646,0.785,23966599168,,,16.0,9.6,14.26773,14.5,2.59091,hold,22.0,4:1,1191801600.0,0.25220215,0.617,13.57,15.0381775,2.6403,"Iberdrola est un leader mondial de l’énergie renouvelable et des infrastructures électriques, opérant principalement dans la production, la distribution et la commercialisation d’électricité. Son modèle repose sur la croissance des énergies renouvelables, l’expansion des réseaux électriques et le développement du stockage d’énergie.
En 2024, Iberdrola a réalisé un chiffre d’affaires de 33,1 milliards d’euros, avec un EBITDA de 13,3 milliards d’euros (+23 %) et un résultat net de 5,47 milliards d’euros (+50 %). L’activité se structure autour de deux principaux segments. Les réseaux (37 % des revenus, +11 % vs 2023) bénéficient d’une hausse des tarifs réglementés aux États-Unis et au Royaume-Uni. La production et la fourniture d’énergie (63 % des revenus, +11 %) sont portées par une capacité de production décarbonée de 85 % et la montée en puissance de l’éolien offshore.
Géographiquement, l’Europe (41 %), l’Amérique du Nord (27 %), l’Amérique latine (24 %) et d’autres régions (8 %) constituent les principaux marchés. Iberdrola a investi 8,6 milliards d’euros en 2024 (+12 %), principalement dans les énergies renouvelables et les infrastructures. Le groupe renforce son expansion dans l’éolien offshore avec 1 GW de nouveaux projets au Royaume-Uni et 800 MW aux États-Unis.
Risque principal : Iberdrola est exposé à la volatilité des prix de l’électricité, aux régulations énergétiques dans ses principaux marchés et aux délais administratifs liés au développement des infrastructures. L’endettement net ajusté atteint 46,7 milliards d’euros, nécessitant une gestion stricte des investissements et des flux de trésorerie."
United Kingdom,Lodging,Consumer Cyclical,LSE,InterContinental Hotels Group PLC,IHG.L,GBp,USD,10880.0,10880.0,10850.0,10975.0,10880.0,10870.0,7032.0,10975.0,10168.14,8674.345,267585.0,368621,343986,17137098752,157655008,0.66886,4.4814587,20544040960,0.16684,,5.372,20.28,1.25,0.0115,0.4,1.82,83.9,-0.244,638000000,3.12,3.88,-0.202,0.043,0.49842998,0.26490998,0.22524,0.14121,,858000000,5.254,3632000000,,-13.497,0.843,0.847,1906000000,625875008.0,740000000.0,11403.198,6802.028,9323.905,9364.332,3.23529,hold,17.0,19:20,1547424000.0,0.40677524,0.963,34.839745,2164.834,2.0389,"IHG est un acteur majeur de l’hôtellerie mondiale, opérant un modèle asset-light basé sur la franchise et la gestion hôtelière, avec un portefeuille de 19 marques allant de l’économique au luxe. Son modèle repose sur la croissance du réseau hôtelier, l’optimisation des revenus par chambre (RevPAR) et l’expansion des programmes de fidélité.
En 2023, IHG a réalisé un chiffre d’affaires de 4,6 milliards de dollars (+19 % par rapport à 2022) et un bénéfice opérationnel de 1,07 milliard de dollars (+23 %). Le groupe a atteint 6 300 hôtels ouverts et une croissance nette du réseau de 3,8 %. Les revenus sont générés par les franchises (72 % des hôtels), la gestion hôtelière (28 %) et un nombre limité d’hôtels en propriété (<1 %).
La répartition géographique des revenus est dominée par les Amériques (61 %), suivies par l’Europe, le Moyen-Orient, l’Afrique et l’Asie-Pacifique (EMEAA) (28 %) et la Grande Chine (11 %). La croissance est soutenue par l’expansion des marques premium et luxe, qui représentent désormais 22 % du pipeline. IHG a aussi renforcé son programme de fidélité IHG One Rewards, qui compte plus de 130 millions de membres et génère 55 % des réservations.
Risque principal : IHG est exposé à la concurrence accrue des plateformes numériques et des autres groupes hôteliers, aux fluctuations du tourisme et de l’économie mondiale, et aux contraintes liées aux réglementations environnementales. L’augmentation des coûts d’exploitation pour les franchisés et la nécessité d’investir dans la digitalisation et les infrastructures durables restent des défis majeurs."
United States,Information Technology Services,Technology,NYQ,International Business Machines Corporation,IBM,USD,USD,250.67,250.86,246.87,251.95,250.67,249.26,162.62,265.72,230.1304,202.97736,2828390.0,4369953,6919560,230477004800,924644992,0.63130003,3.682918,257907621888,0.10222,9.427382,4.121,17.573,6.68,0.0292,1.0389,4.67,1.67,,6373000192,6.41,10.61,,0.015,0.56534,0.23452,0.14130999,0.047270004,0.26729,13701999616,14.819,60125999104,245.112,26.44,0.896,1.059,35378999296,10412125184.0,13578000384.0,300.0,160.0,250.87389,263.15,2.5,buy,18.0,1046:1000,1635984000.0,0.3555007,0.71,38.886116,21.946114,1.3825,"IBM est un acteur majeur des technologies et des services numériques, spécialisé dans l’IA, le cloud hybride, la cybersécurité et l’automatisation. Son modèle repose sur l’innovation dans l’intelligence artificielle, l’optimisation des infrastructures IT et la transformation digitale des entreprises.
En 2024, IBM a réalisé un chiffre d’affaires de 62,8 milliards de dollars (+3 % à taux de change constant) et un free cash-flow record de 12,7 milliards de dollars. La répartition des revenus est dominée par le logiciel (43 %), le consulting (33 %) et l’infrastructure (22 %). Le segment Software (+9 % de croissance) est porté par Red Hat (+17 %), l’IA et l’automatisation. Consulting (-1 %) souffre d’un ralentissement des investissements IT, malgré une forte dynamique dans les solutions IA. Infrastructure (-3 %) est impactée par la fin du cycle produit IBM Z, mais bénéficie d’une adoption croissante des solutions cloud et stockage.
IBM accélère dans l’IA générative, avec un carnet de commandes de 5 milliards de dollars, et investit dans ses plateformes Watsonx et OpenShift AI. L’entreprise a réalisé plusieurs acquisitions stratégiques, notamment Neural Magic et HashiCorp, pour renforcer ses solutions d’optimisation d’IA et de gestion du cloud hybride.
Risque principal : IBM est exposé aux cycles d’investissement IT, à la forte concurrence dans l’IA et le cloud et à l’évolution des régulations sur la cybersécurité et les données. Son endettement de 55 milliards de dollars nécessite une gestion prudente pour maintenir sa rentabilité et ses investissements en R&D."
Japan,Farm & Heavy Construction Machinery,Industrials,JPX,Komatsu Ltd.,6301.T,JPY,JPY,4544.0,4543.0,4542.0,4610.0,4544.0,4589.0,3324.0,5131.0,4312.5,4289.935,1756300.0,2580388,3005000,4234917445632,922841024,0.44035,1.056038,5450929012736,0.09715,1.4310234,1.359,7.0,168.0,0.0355,0.4164,3.35,84.0,-0.081,389429985280,427.69,424.68,-0.062,0.092,0.31272,0.19418,0.14524001,0.07073,0.13569,409534988288,443.775,1324568936448,42.716,3206.796,0.959,1.992,1254086017024,285962633216.0,465137991680.0,5370.0,3500.0,4680.0,5000.0,2.5,buy,11.0,,,0.049907565,0.889,10.729734,10.805783,1.617,"Komatsu est un leader mondial des équipements de construction, d’exploitation minière et de solutions technologiques industrielles. Son modèle repose sur l’automatisation, la digitalisation des chantiers et la transition vers des équipements bas carbone. L’entreprise mise sur l’optimisation des opérations clients grâce à des solutions intelligentes et connectées, ainsi qu’un engagement fort envers la durabilité et l’innovation technologique.
En 2024, Komatsu a réalisé un chiffre d’affaires de 3 865 milliards de yens (+9,1 % par rapport à 2023) et un bénéfice opérationnel de 607,2 milliards de yens (+23,7 %). Son activité est segmentée en équipements de construction et miniers (91 % des revenus), financement (3 %) et équipements industriels (6 %). La croissance est portée par la demande en équipements autonomes et électrifiés, ainsi que par l’expansion des services après-vente.
Géographiquement, les revenus se répartissent entre l’Asie (46 %), l’Amérique du Nord (25 %), l’Europe (15 %), l’Amérique latine (8 %) et d’autres marchés (6 %). Komatsu investit massivement dans la digitalisation des chantiers avec Smart Construction, dans l’électrification de ses machines, et dans le développement de solutions autonomes pour l’exploitation minière. L’entreprise a également acquis American Battery Solutions pour accélérer ses capacités en batteries et signé un partenariat avec General Motors pour développer des camions miniers à hydrogène.
Risque principal : Komatsu est exposé aux fluctuations de la demande en équipements miniers et de construction, à la hausse des coûts des matières premières et des taxes carbone, ainsi qu’à la concurrence accrue dans les solutions autonomes et bas carbone. La transition énergétique impose aussi des investissements lourds en R&D, nécessitant une gestion rigoureuse des coûts."
Australia,Capital Markets,Financial Services,ASX,Macquarie Group Limited,MQG.AX,AUD,AUD,229.97,226.88,225.02,228.94,229.97,227.89,180.01,242.9,229.6054,217.4137,477476.0,469235,495859,87775485952,385073984,0.34749,4.762642,165669961728,0.23288,2.5682375,8.989,,7.05,0.0385,0.6834,3.71,2.6,-0.386,4148999936,10.98,11.77,-0.374,-0.082,,,0.25199,0.00971,0.13202,78932000768,214.508,176673996800,,88.734,,,18429999104,,-32081000448.0,248.0,167.27,213.0309,218.5,2.83333,hold,12.0,0.9438:1,1387152000.0,0.2112788,1.119,20.75501,19.532099,,"Macquarie Group est un conglomérat financier mondial opérant dans l’asset management, la banque d’investissement, les marchés de matières premières, le financement spécialisé et les énergies renouvelables. Son modèle repose sur une diversification des activités, une gestion dynamique des investissements et une forte présence internationale.
En 2024, le groupe a réalisé un bénéfice net de 3,52 milliards AUD (-32 % vs 2023) et un revenu opérationnel de 16,9 milliards AUD (-12 % vs 2023). Son activité est segmentée en quatre divisions principales. Macquarie Asset Management (19 % des revenus) gère 938,3 milliards AUD d’actifs (+7 %), avec une forte exposition aux infrastructures et aux énergies renouvelables. Banking and Financial Services (16 % des revenus) a enregistré une croissance des dépôts (+10 %) et des prêts immobiliers (+10 %). Commodities and Global Markets (39 % des revenus), bien que performant, a vu son bénéfice chuter de 47 % en raison d’une baisse de la volatilité des marchés. Macquarie Capital (8 % des revenus) a affiché une hausse de 31 %, portée par l’essor du private equity et du private credit.
Géographiquement, l’Australie et la Nouvelle-Zélande (34 %), les Amériques (34 %), l’Europe-Moyen-Orient-Afrique (23 %) et l’Asie (9 %) constituent ses principaux marchés. Macquarie continue d’investir massivement dans les infrastructures, la transition énergétique et la digitalisation des services financiers. Avec 110 GW de projets d’énergie propre en cours, le groupe se positionne comme un acteur majeur du financement de la transition énergétique.
Risque principal : Macquarie est exposé à la volatilité des marchés financiers, aux fluctuations des taux d’intérêt et aux régulations financières accrues. Son modèle basé sur les services bancaires et d’investissement nécessite une gestion rigoureuse du risque et du capital, particulièrement dans un contexte de ralentissement des fusions-acquisitions et de baisse de la volatilité sur les matières premières."
Japan,Chemicals,Basic Materials,JPX,Nippon Sanso Holdings Corporation,4091.T,JPY,JPY,4484.0,4450.0,4396.0,4469.0,4484.0,4424.0,3637.0,5475.0,4365.48,4689.94,462900.0,507731,567820,1914954973184,432856000,0.19514999,1.489594,2611852083200,,2.0940437,2.032,9.096,48.0,0.0113,0.1889,1.31,24.0,,106548002816,254.24,276.73,,,,,0.12538,0.04508,0.119219996,135128997888,312.18,871977975808,91.597,2112.659,0.889,1.249,533175009280,82874621952.0,247425007616.0,5700.0,4390.0,5026.6665,4850.0,2.66667,hold,9.0,,,0.061553,,17.40088,15.986701,,"Nippon Sanso Holdings (NSHD) est un acteur majeur des gaz industriels, spécialisé dans la production, la distribution et les solutions technologiques pour les secteurs industriels, électroniques et énergétiques. Son modèle repose sur l’innovation en matière de gaz industriels, l’expansion des infrastructures de production et la transition vers l’hydrogène et les solutions bas carbone.
En 2024, NSHD a généré un chiffre d’affaires de 1 300 milliards de yens (+3,6 % vs 2023) et un résultat net de 108 milliards de yens. Ses activités se répartissent entre le Japon (30 %), les États-Unis (28 %), l’Europe (26 %), l’Asie-Océanie (14 %) et Thermos (2 %). La division industrielle représente 91 % du chiffre d’affaires, suivie des équipements et installations (6 %) et des autres segments (3 %). La croissance est portée par la hausse des prix des gaz industriels, les nouvelles applications pour l’électronique et l’essor de l’hydrogène.
NSHD investit massivement dans les solutions hydrogène et les gaz industriels bas carbone, avec 45 % de ses investissements dédiés aux infrastructures liées à la transition énergétique. Le groupe a récemment acquis 51 % de Polaris, une entreprise italienne spécialisée dans les équipements de séparation et de purification des gaz, pour renforcer ses capacités en Europe.
Risque principal : Nippon Sanso est exposé à la volatilité des prix de l’énergie et des matières premières, aux régulations environnementales croissantes et à une forte concurrence sur le marché des gaz industriels et de l’hydrogène. L’endettement net atteint 917,6 milliards de yens, nécessitant une gestion rigoureuse des investissements."
France,Advertising Agencies,Communication Services,PAR,Publicis Groupe S.A.,PUB.PA,EUR,EUR,106.75,107.0,105.75,107.4,106.75,105.95,86.82,109.3,102.2898,100.26935,391584.0,440771,556277,26816792576,250991008,0.63639,1.7473638,28711354368,0.09526,2.6818032,1.871,11.189,3.4,0.0332,0.59029996,2.68,3.4,0.241,1462000000,6.55,7.73,0.24,0.077,0.43278998,0.1672,0.14026,0.041079998,0.15469,3081999872,12.279,5543000064,56.132,39.507,0.87,0.894,6641999872,1400499968.0,1555000064.0,142.0,100.0,119.28571,118.0,2.0,buy,14.0,,,0.10370135,0.996,16.175571,12.564751,2.3109,"Publicis est un leader mondial de la communication et du marketing digital, spécialisé dans la publicité, les médias, le conseil en transformation digitale et l’activation des données clients. Son modèle repose sur l’intégration des données, de la technologie et de la créativité pour offrir des solutions marketing adaptées aux grandes marques.
En 2024, Publicis a réalisé un chiffre d’affaires net de 9,4 milliards d’euros (+5,3 % en organique), avec une marge opérationnelle de 17,8 %. Le groupe est structuré en trois grandes divisions. Epsilon et Publicis Sapient (32 % des revenus) génèrent une croissance rapide grâce à l’exploitation des données et du cloud marketing. Les services médias et créatifs (46 %) restent dominants avec des marques comme Saatchi & Saatchi et Leo Burnett. Le conseil et la transformation digitale (22 %) se développent fortement avec Sapient, offrant des services liés à l’IA générative et à l’automatisation du marketing.
Géographiquement, Publicis réalise 57 % de son chiffre d’affaires en Amérique du Nord, 30 % en Europe et 13 % dans le reste du monde. La croissance est portée par l’essor des investissements publicitaires numériques, l’adoption de l’IA marketing et l’expansion des services technologiques. Le groupe continue d’acquérir des entreprises spécialisées dans la data et l’intelligence artificielle pour renforcer son offre face à la concurrence de Google et Meta.
Risque principal : Publicis est exposé à la volatilité des budgets publicitaires des entreprises, à la concurrence accrue des plateformes numériques et aux évolutions réglementaires sur l’exploitation des données. "
United States,Semiconductors,Technology,NMS,QUALCOMM Incorporated,QCOM,USD,USD,167.96,169.67,169.0,171.8,167.96,171.36,148.41,230.63,162.0342,175.63284,5895161.0,8090701,9552500,189524164608,1106000000,0.80716,4.8643336,197520457728,0.2603,7.259171,5.07,16.516,3.4,0.019299999,0.3614,2.16,0.85,0.96,10110000128,9.27,12.23,0.941,0.187,0.56214,0.30694,0.2625,0.12069,0.42253,13299999744,11.971,15440000000,58.765,23.606,1.64,2.402,21902000128,8920500224.0,12202000384.0,270.0,160.0,200.99419,190.0,2.15385,buy,31.0,2:1,1092614400.0,0.0970608,1.286,18.485435,13.961025,1.689,"Qualcomm est un acteur majeur des semi-conducteurs et des technologies de communication, spécialisé dans les processeurs mobiles, l’intelligence artificielle embarquée, la connectivité 5G et l’Internet des objets (IoT). Son modèle repose sur l’innovation en microprocesseurs, l’extension de ses solutions vers l’automobile et l’IoT, ainsi que la monétisation de son portefeuille de brevets via ses licences. En 2024, Qualcomm a réalisé un chiffre d’affaires de 38,9 milliards de dollars (+9 % vs 2023) avec une croissance du résultat net de 21 % et un free cash-flow record de 11,2 milliards de dollars. Le groupe est structuré en deux principales divisions. QCT (85 % des revenus, 33,2 milliards de dollars) regroupe la vente de puces pour smartphones, IoT et automobiles, avec une forte croissance des revenus automobiles (+55 %). QTL (15 % des revenus, 5,6 milliards de dollars) gère les licences de brevets et la propriété intellectuelle liée aux communications sans fil, avec une marge bénéficiaire de 74 %.
Géographiquement, Qualcomm est fortement présent en Amérique du Nord, en Asie et en Europe, bénéficiant de l’adoption de ses solutions dans les smartphones (Snapdragon), les PC (Snapdragon X), les véhicules connectés et les infrastructures 5G. L’entreprise accélère également sur l’IA embarquée, avec des processeurs dédiés comme Snapdragon 8 Elite et Qualcomm Oryon, ciblant les véhicules autonomes, les casques XR et les assistants IA.
Risque principal : Qualcomm est exposé à la concurrence accrue des semi-conducteurs (Apple, MediaTek, Nvidia), à la dépendance aux ventes de smartphones premium, aux tensions géopolitiques entre les États-Unis et la Chine et aux évolutions réglementaires sur les brevets et licences. Son modèle nécessite une capacité constante à innover et à diversifier ses sources de revenus."
